team,pole,url,line,timetable
4007,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4007&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4008,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4008&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4008,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4008&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4010,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4010&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4010,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4010&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4011,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4011&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4011,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4011&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4012,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4012&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4012,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4012&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4013,01,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4013&busstopNr=01&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4013,02,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4013&busstopNr=02&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4014,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4014&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4014,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4014&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4015,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4015&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4015,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4015&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4028,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4028&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4028,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4028&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4052,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4052&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4052,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4052&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4121,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4121&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4121,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4121&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4137,01,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4137&busstopNr=01&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4137,02,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4137&busstopNr=02&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4153,01,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4153&busstopNr=01&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4153,02,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4153&busstopNr=02&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
7002,07,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=7002&busstopNr=07&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
7002,08,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=7002&busstopNr=08&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
7003,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=7003&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
7003,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=7003&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
7013,09,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=7013&busstopNr=09&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
7013,10,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=7013&busstopNr=10&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
7033,05,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=7033&busstopNr=05&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
7033,06,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=7033&busstopNr=06&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
7041,05,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=7041&busstopNr=05&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
7041,06,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=7041&busstopNr=06&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
7090,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=7090&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
7090,05,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=7090&busstopNr=05&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
7093,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=7093&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
7093,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=7093&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
7094,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=7094&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
7094,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=7094&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
R-02,00,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=R-02&busstopNr=00&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
R-02,99,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=R-02&busstopNr=99&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
R-03,00,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=R-03&busstopNr=00&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
R-03,99,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=R-03&busstopNr=99&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
